Date,Roll No,Test ID,Chapter_Name,Marks_Scored
05/01/2025,242075,101,Units and Measurements (PUC-I),0
05/01/2025,242075,101,Motion in a Straight Line (PUC-I),61
05/01/2025,242075,101,Motion in a Plane (PUC-I),0
05/01/2025,242075,101,Laws of Motion (PUC-I),82
05/01/2025,242075,101,"Work, Energy and Power (PUC-I)",100
05/01/2025,242075,101,System of Particles and Rotational Motion (PUC-I),60
05/01/2025,242075,101,Gravitation (PUC-I),0
05/01/2025,242075,101,Mechanical Properties of Solids (PUC-I),0
05/01/2025,242075,101,Mechanical Properties of Fluids (PUC-I),0
05/01/2025,242075,101,Thermal Properties of Matter (PUC-I),100
05/01/2025,242075,101,Thermodynamics (PUC-I),61
05/01/2025,242075,101,Kinetic Theory (PUC-I),0
05/01/2025,242075,101,Oscillations (PUC-I),81
05/01/2025,242075,101,Waves (PUC-I),0
05/01/2025,242075,101,Electric Charges and Fields (PUC-II),60
05/01/2025,242075,101,Electrostatic Potential and Capacitance (PUC-II),46
05/01/2025,242075,101,Current Electricity (PUC-II),82
05/01/2025,242075,101,Moving charges and magnetism (PUC-II),63
05/01/2025,242075,101,Magnetism and Matter (PUC-II),0
05/01/2025,242075,101,Electromagnetic Induction (PUC-II),0
05/01/2025,242075,101,Alternating Current (PUC-II),58
05/01/2025,242075,101,Electromagnetic Waves (PUC-II),0
05/01/2025,242075,101,Ray Optics and Optical Instruments (PUC-II),82
05/01/2025,242075,101,Wave Optics (PUC-II),100
05/01/2025,242075,101,Dual Nature of Radiation and Matter (PUC-II),0
05/01/2025,242075,101,Atoms (PUC-II),100
05/01/2025,242075,101,Nuclei (PUC-II),100
05/01/2025,242075,101,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",100
05/02/2025,242075,102,Units and Measurements (PUC-I),0
05/02/2025,242075,102,Motion in a Straight Line (PUC-I),0
05/02/2025,242075,102,Motion in a Plane (PUC-I),50
05/02/2025,242075,102,Laws of Motion (PUC-I),0
05/02/2025,242075,102,"Work, Energy and Power (PUC-I)",0
05/02/2025,242075,102,System of Particles and Rotational Motion (PUC-I),46
05/02/2025,242075,102,Gravitation (PUC-I),61
05/02/2025,242075,102,Mechanical Properties of Solids (PUC-I),0
05/02/2025,242075,102,Mechanical Properties of Fluids (PUC-I),0
05/02/2025,242075,102,Thermal Properties of Matter (PUC-I),0
05/02/2025,242075,102,Thermodynamics (PUC-I),0
05/02/2025,242075,102,Kinetic Theory (PUC-I),0
05/02/2025,242075,102,Oscillations (PUC-I),46
05/02/2025,242075,102,Waves (PUC-I),81
05/02/2025,242075,102,Electric Charges and Fields (PUC-II),0
05/02/2025,242075,102,Electrostatic Potential and Capacitance (PUC-II),60
05/02/2025,242075,102,Current Electricity (PUC-II),0
05/02/2025,242075,102,Moving charges and magnetism (PUC-II),100
05/02/2025,242075,102,Magnetism and Matter (PUC-II),58
05/02/2025,242075,102,Electromagnetic Induction (PUC-II),0
05/02/2025,242075,102,Alternating Current (PUC-II),0
05/02/2025,242075,102,Electromagnetic Waves (PUC-II),60
05/02/2025,242075,102,Ray Optics and Optical Instruments (PUC-II),0
05/02/2025,242075,102,Wave Optics (PUC-II),61
05/02/2025,242075,102,Dual Nature of Radiation and Matter (PUC-II),100
05/02/2025,242075,102,Atoms (PUC-II),0
05/02/2025,242075,102,Nuclei (PUC-II),0
05/02/2025,242075,102,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",100
