Date,Roll No,Test ID,Chapter_Name,Marks_Scored
11/10/2024,242046,101,Units and Measurements (PUC-I),100
11/10/2024,242046,101,Motion in a Straight Line (PUC-I),100
11/10/2024,242046,101,Motion in a Plane (PUC-I),85
11/10/2024,242046,101,Laws of Motion (PUC-I),82
11/10/2024,242046,101,"Work, Energy and Power (PUC-I)",100
11/10/2024,242046,101,System of Particles and Rotational Motion (PUC-I),60
11/10/2024,242046,101,Gravitation (PUC-I),100
11/10/2024,242046,101,Mechanical Properties of Solids (PUC-I),0
11/10/2024,242046,101,Mechanical Properties of Fluids (PUC-I),100
11/10/2024,242046,101,Thermal Properties of Matter (PUC-I),0
11/10/2024,242046,101,Thermodynamics (PUC-I),100
11/10/2024,242046,101,Kinetic Theory (PUC-I),100
11/10/2024,242046,101,Oscillations (PUC-I),0
11/10/2024,242046,101,Waves (PUC-I),60
11/10/2024,242046,101,Electric Charges and Fields (PUC-II),60
11/10/2024,242046,101,Electrostatic Potential and Capacitance (PUC-II),46
11/10/2024,242046,101,Current Electricity (PUC-II),82
11/10/2024,242046,101,Moving charges and magnetism (PUC-II),82
11/10/2024,242046,101,Magnetism and Matter (PUC-II),100
11/10/2024,242046,101,Electromagnetic Induction (PUC-II),0
11/10/2024,242046,101,Alternating Current (PUC-II),58
11/10/2024,242046,101,Electromagnetic Waves (PUC-II),60
11/10/2024,242046,101,Ray Optics and Optical Instruments (PUC-II),100
11/10/2024,242046,101,Wave Optics (PUC-II),71
11/10/2024,242046,101,Dual Nature of Radiation and Matter (PUC-II),0
11/10/2024,242046,101,Atoms (PUC-II),0
11/10/2024,242046,101,Nuclei (PUC-II),100
11/10/2024,242046,101,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",100
15/10/2024,242046,102,Units and Measurements (PUC-I),0
15/10/2024,242046,102,Motion in a Straight Line (PUC-I),0
15/10/2024,242046,102,Motion in a Plane (PUC-I),100
15/10/2024,242046,102,Laws of Motion (PUC-I),82
15/10/2024,242046,102,"Work, Energy and Power (PUC-I)",100
15/10/2024,242046,102,System of Particles and Rotational Motion (PUC-I),58
15/10/2024,242046,102,Gravitation (PUC-I),61
15/10/2024,242046,102,Mechanical Properties of Solids (PUC-I),100
15/10/2024,242046,102,Mechanical Properties of Fluids (PUC-I),0
15/10/2024,242046,102,Thermal Properties of Matter (PUC-I),0
15/10/2024,242046,102,Thermodynamics (PUC-I),67
15/10/2024,242046,102,Kinetic Theory (PUC-I),100
15/10/2024,242046,102,Oscillations (PUC-I),46
15/10/2024,242046,102,Waves (PUC-I),0
15/10/2024,242046,102,Electric Charges and Fields (PUC-II),81
15/10/2024,242046,102,Electrostatic Potential and Capacitance (PUC-II),85
15/10/2024,242046,102,Current Electricity (PUC-II),87
15/10/2024,242046,102,Moving charges and magnetism (PUC-II),82
15/10/2024,242046,102,Magnetism and Matter (PUC-II),46
15/10/2024,242046,102,Electromagnetic Induction (PUC-II),56
15/10/2024,242046,102,Alternating Current (PUC-II),46
15/10/2024,242046,102,Electromagnetic Waves (PUC-II),100
15/10/2024,242046,102,Ray Optics and Optical Instruments (PUC-II),58
15/10/2024,242046,102,Wave Optics (PUC-II),61
15/10/2024,242046,102,Dual Nature of Radiation and Matter (PUC-II),0
15/10/2024,242046,102,Atoms (PUC-II),100
15/10/2024,242046,102,Nuclei (PUC-II),100
15/10/2024,242046,102,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",100
