Date,Roll No,Test ID,Chapter_Name,Marks_Scored
15/10/2024,142008,102,Units and Measurements (PUC-I),100
15/10/2024,142008,102,Motion in a Straight Line (PUC-I),71
15/10/2024,142008,102,Motion in a Plane (PUC-I),50
15/10/2024,142008,102,Laws of Motion (PUC-I),0
15/10/2024,142008,102,"Work, Energy and Power (PUC-I)",67
15/10/2024,142008,102,System of Particles and Rotational Motion (PUC-I),0
15/10/2024,142008,102,Gravitation (PUC-I),0
15/10/2024,142008,102,Mechanical Properties of Solids (PUC-I),0
15/10/2024,142008,102,Mechanical Properties of Fluids (PUC-I),0
15/10/2024,142008,102,Thermal Properties of Matter (PUC-I),0
15/10/2024,142008,102,Thermodynamics (PUC-I),67
15/10/2024,142008,102,Kinetic Theory (PUC-I),0
15/10/2024,142008,102,Oscillations (PUC-I),46
15/10/2024,142008,102,Waves (PUC-I),46
15/10/2024,142008,102,Electric Charges and Fields (PUC-II),58
15/10/2024,142008,102,Electrostatic Potential and Capacitance (PUC-II),0
15/10/2024,142008,102,Current Electricity (PUC-II),0
15/10/2024,142008,102,Moving charges and magnetism (PUC-II),82
15/10/2024,142008,102,Magnetism and Matter (PUC-II),0
15/10/2024,142008,102,Electromagnetic Induction (PUC-II),0
15/10/2024,142008,102,Alternating Current (PUC-II),0
15/10/2024,142008,102,Electromagnetic Waves (PUC-II),0
15/10/2024,142008,102,Ray Optics and Optical Instruments (PUC-II),58
15/10/2024,142008,102,Wave Optics (PUC-II),61
15/10/2024,142008,102,Dual Nature of Radiation and Matter (PUC-II),0
15/10/2024,142008,102,Atoms (PUC-II),0
15/10/2024,142008,102,Nuclei (PUC-II),100
15/10/2024,142008,102,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",0
