Date,Roll No,Test ID,Chapter_Name,Marks_Scored
05/01/2025,242008,101,Units and Measurements (PUC-I),100
05/01/2025,242008,101,Motion in a Straight Line (PUC-I),61
05/01/2025,242008,101,Motion in a Plane (PUC-I),0
05/01/2025,242008,101,Laws of Motion (PUC-I),63
05/01/2025,242008,101,"Work, Energy and Power (PUC-I)",61
05/01/2025,242008,101,System of Particles and Rotational Motion (PUC-I),60
05/01/2025,242008,101,Gravitation (PUC-I),100
05/01/2025,242008,101,Mechanical Properties of Solids (PUC-I),0
05/01/2025,242008,101,Mechanical Properties of Fluids (PUC-I),0
05/01/2025,242008,101,Thermal Properties of Matter (PUC-I),0
05/01/2025,242008,101,Thermodynamics (PUC-I),61
05/01/2025,242008,101,Kinetic Theory (PUC-I),0
05/01/2025,242008,101,Oscillations (PUC-I),100
05/01/2025,242008,101,Waves (PUC-I),60
05/01/2025,242008,101,Electric Charges and Fields (PUC-II),0
05/01/2025,242008,101,Electrostatic Potential and Capacitance (PUC-II),46
05/01/2025,242008,101,Current Electricity (PUC-II),82
05/01/2025,242008,101,Moving charges and magnetism (PUC-II),63
05/01/2025,242008,101,Magnetism and Matter (PUC-II),58
05/01/2025,242008,101,Electromagnetic Induction (PUC-II),71
05/01/2025,242008,101,Alternating Current (PUC-II),58
05/01/2025,242008,101,Electromagnetic Waves (PUC-II),60
05/01/2025,242008,101,Ray Optics and Optical Instruments (PUC-II),89
05/01/2025,242008,101,Wave Optics (PUC-II),0
05/01/2025,242008,101,Dual Nature of Radiation and Matter (PUC-II),0
05/01/2025,242008,101,Atoms (PUC-II),0
05/01/2025,242008,101,Nuclei (PUC-II),0
05/01/2025,242008,101,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",0
