Date,Roll No,Test ID,Chapter_Name,Marks_Scored
05/01/2025,242025,101,Units and Measurements (PUC-I),100
05/01/2025,242025,101,Motion in a Straight Line (PUC-I),100
05/01/2025,242025,101,Motion in a Plane (PUC-I),100
05/01/2025,242025,101,Laws of Motion (PUC-I),82
05/01/2025,242025,101,"Work, Energy and Power (PUC-I)",100
05/01/2025,242025,101,System of Particles and Rotational Motion (PUC-I),60
05/01/2025,242025,101,Gravitation (PUC-I),71
05/01/2025,242025,101,Mechanical Properties of Solids (PUC-I),0
05/01/2025,242025,101,Mechanical Properties of Fluids (PUC-I),100
05/01/2025,242025,101,Thermal Properties of Matter (PUC-I),100
05/01/2025,242025,101,Thermodynamics (PUC-I),61
05/01/2025,242025,101,Kinetic Theory (PUC-I),100
05/01/2025,242025,101,Oscillations (PUC-I),46
05/01/2025,242025,101,Waves (PUC-I),100
05/01/2025,242025,101,Electric Charges and Fields (PUC-II),100
05/01/2025,242025,101,Electrostatic Potential and Capacitance (PUC-II),29
05/01/2025,242025,101,Current Electricity (PUC-II),82
05/01/2025,242025,101,Moving charges and magnetism (PUC-II),82
05/01/2025,242025,101,Magnetism and Matter (PUC-II),0
05/01/2025,242025,101,Electromagnetic Induction (PUC-II),56
05/01/2025,242025,101,Alternating Current (PUC-II),46
05/01/2025,242025,101,Electromagnetic Waves (PUC-II),60
05/01/2025,242025,101,Ray Optics and Optical Instruments (PUC-II),50
05/01/2025,242025,101,Wave Optics (PUC-II),71
05/01/2025,242025,101,Dual Nature of Radiation and Matter (PUC-II),100
05/01/2025,242025,101,Atoms (PUC-II),0
05/01/2025,242025,101,Nuclei (PUC-II),100
05/01/2025,242025,101,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",100
05/02/2025,242025,102,Units and Measurements (PUC-I),100
05/02/2025,242025,102,Motion in a Straight Line (PUC-I),0
05/02/2025,242025,102,Motion in a Plane (PUC-I),82
05/02/2025,242025,102,Laws of Motion (PUC-I),0
05/02/2025,242025,102,"Work, Energy and Power (PUC-I)",67
05/02/2025,242025,102,System of Particles and Rotational Motion (PUC-I),46
05/02/2025,242025,102,Gravitation (PUC-I),100
05/02/2025,242025,102,Mechanical Properties of Solids (PUC-I),0
05/02/2025,242025,102,Mechanical Properties of Fluids (PUC-I),100
05/02/2025,242025,102,Thermal Properties of Matter (PUC-I),0
05/02/2025,242025,102,Thermodynamics (PUC-I),0
05/02/2025,242025,102,Kinetic Theory (PUC-I),0
05/02/2025,242025,102,Oscillations (PUC-I),46
05/02/2025,242025,102,Waves (PUC-I),58
05/02/2025,242025,102,Electric Charges and Fields (PUC-II),0
05/02/2025,242025,102,Electrostatic Potential and Capacitance (PUC-II),85
05/02/2025,242025,102,Current Electricity (PUC-II),0
05/02/2025,242025,102,Moving charges and magnetism (PUC-II),0
05/02/2025,242025,102,Magnetism and Matter (PUC-II),58
05/02/2025,242025,102,Electromagnetic Induction (PUC-II),100
05/02/2025,242025,102,Alternating Current (PUC-II),0
05/02/2025,242025,102,Electromagnetic Waves (PUC-II),85
05/02/2025,242025,102,Ray Optics and Optical Instruments (PUC-II),0
05/02/2025,242025,102,Wave Optics (PUC-II),100
05/02/2025,242025,102,Dual Nature of Radiation and Matter (PUC-II),100
05/02/2025,242025,102,Atoms (PUC-II),100
05/02/2025,242025,102,Nuclei (PUC-II),100
05/02/2025,242025,102,"Semiconductor Electronics Materials, Devices and Simple Circuits (PUC-II)",100
